,age,workclass,fnlwgt,education,education-number,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
1585,51,4,136060,11,9,6,0,4,4,0,0,0,40,37,0
1586,26,1,192944,9,13,4,8,1,4,0,0,0,40,37,0
1588,23,1,200593,9,13,4,8,3,4,1,0,0,40,37,0
1620,55,2,150917,15,10,2,3,0,4,1,0,1977,45,37,1
1621,61,3,39128,11,9,2,2,0,4,1,0,0,35,37,0
1622,47,1,103540,9,13,2,8,0,4,1,0,0,50,37,1
1628,41,3,263871,15,10,2,2,0,4,1,0,0,55,37,0
1629,40,4,55294,9,13,2,8,0,4,1,0,0,40,37,1
1631,54,4,258735,15,10,2,3,0,4,1,0,0,40,37,1
1634,32,1,210448,15,10,2,2,2,4,1,0,0,40,37,0
1636,26,4,205333,9,13,4,8,1,4,0,0,0,10,37,0
1639,29,1,149988,15,10,0,0,4,4,0,0,0,40,37,0
1645,34,1,303129,11,9,0,12,1,0,1,0,0,40,37,0
1648,36,0,20469,11,9,0,0,4,0,0,0,0,40,37,0
1650,38,2,46385,11,9,2,3,0,4,1,0,0,40,37,0
1654,56,3,177368,15,10,2,9,0,4,1,0,0,50,37,1
1656,35,4,308945,15,10,2,6,0,4,1,0,0,50,37,1
1657,60,3,119575,11,9,2,10,0,4,1,0,0,50,37,0
1661,53,0,59664,11,9,2,10,0,2,1,5013,0,40,37,0
1666,40,3,170214,9,13,2,12,0,4,1,0,0,70,18,0
1669,40,4,23037,15,10,4,7,3,0,1,0,0,84,37,0
1670,20,3,176321,15,10,4,6,1,4,0,0,0,40,37,0
1673,47,0,382532,15,10,2,2,0,4,1,0,1887,40,37,1
1675,49,4,139268,15,10,2,7,0,4,1,0,0,70,37,1
1676,37,3,200352,9,13,2,2,0,4,1,0,0,50,37,1
1683,33,3,100580,15,10,2,7,5,4,0,0,0,10,37,0
1685,37,4,272471,15,10,6,12,4,4,0,0,0,40,37,0
1689,47,0,26145,7,12,2,3,0,4,1,0,0,40,37,0
1704,41,3,189941,9,13,4,3,1,4,1,0,0,40,37,0
1706,57,1,237546,12,14,2,3,0,4,1,0,0,60,37,1
1708,44,4,307468,8,11,2,9,0,4,1,0,0,50,37,1
1709,46,3,27847,11,9,2,2,0,4,1,0,0,48,37,1
1711,46,1,183610,12,14,5,8,4,4,0,0,0,40,37,0
1712,32,2,235847,12,14,4,3,1,4,0,0,0,52,37,0
1713,44,1,32627,12,14,2,3,0,4,1,0,1887,60,37,1
1715,48,0,72808,1,7,0,0,1,4,0,0,0,42,37,0
1719,51,2,110327,1,7,2,2,0,4,1,0,0,60,37,1
1720,42,4,392167,9,13,2,0,0,4,1,0,0,40,37,1
1723,24,3,345420,5,4,4,4,2,4,1,0,0,50,37,0
1736,66,3,219220,11,9,2,4,0,4,1,2653,0,40,37,0
1737,38,4,168223,15,10,0,0,4,4,0,0,0,40,37,0
1740,44,1,178417,11,9,2,9,3,4,1,0,0,40,37,1
1741,26,1,33604,11,9,4,5,3,0,1,0,0,25,37,0
1745,47,2,54260,15,10,2,10,0,4,1,0,0,45,37,0
1747,29,1,165218,9,13,4,8,1,4,0,0,0,55,37,0
1748,52,1,192853,11,9,2,12,0,3,1,0,0,40,21,1
1759,52,2,229259,14,15,2,8,0,4,1,0,0,40,37,1
1761,37,0,38948,9,13,2,8,0,4,1,0,0,40,37,0
1763,38,4,364803,15,10,2,12,0,2,1,0,0,65,37,0
1767,54,0,149596,9,13,2,3,5,4,0,0,0,45,37,0
1769,48,4,241854,12,14,2,3,0,4,1,0,0,55,37,1
1779,34,1,176802,1,7,5,7,4,2,0,0,0,40,37,0
1785,26,0,337575,9,13,4,8,1,4,1,0,0,40,37,1
1786,47,2,308241,11,9,2,10,5,4,0,0,0,40,37,0
1794,36,4,183279,11,9,2,0,0,4,1,0,0,38,37,0
1795,41,0,29606,15,10,2,0,5,0,0,0,0,40,37,1
1796,24,1,137300,11,9,4,7,1,4,0,0,0,20,37,0
1802,39,1,100011,7,12,4,11,1,4,0,0,0,38,37,0
1806,68,4,420526,12,14,6,8,1,4,0,0,0,5,37,0
1808,32,3,400061,14,15,2,8,0,1,1,15024,0,40,28,1
1817,56,2,76534,11,9,2,3,2,1,0,0,0,21,2,0
1818,42,4,218948,10,16,0,8,4,2,0,0,0,36,21,0
1819,37,3,175120,15,10,2,2,0,4,1,0,0,40,37,1
1830,41,4,201363,11,9,2,0,5,4,0,0,0,38,37,1
1833,56,0,338242,8,11,6,0,4,2,0,0,0,40,37,0
1845,20,1,224229,15,10,4,3,1,4,0,0,0,35,37,0
1848,29,4,214881,9,13,2,8,0,4,1,0,0,40,14,1
1852,30,1,79190,9,13,4,8,1,4,0,0,0,40,37,0
1853,48,3,79001,7,12,0,11,1,4,0,0,0,40,37,0
1855,57,0,40103,0,6,4,8,1,4,1,0,0,35,37,0
1856,24,2,145964,7,12,4,10,1,4,1,0,0,70,37,0
1858,67,1,272587,5,4,6,7,1,4,0,1086,0,15,37,0
1865,32,4,181119,9,13,5,8,1,4,0,0,0,40,37,0
1868,39,2,170174,11,9,2,3,0,4,1,0,0,60,37,1
1880,23,3,121568,15,10,4,2,3,4,1,0,1504,40,37,0
1890,45,0,110884,9,13,2,0,0,1,1,0,0,45,17,1
1892,54,1,217210,12,14,2,8,5,2,0,0,1887,38,37,1
1897,66,3,252842,11,9,4,4,2,4,1,0,0,20,37,0
1901,51,3,22154,15,10,0,0,1,4,1,0,0,40,37,0
1904,57,3,113010,9,13,2,10,0,4,1,0,0,50,37,1
1905,23,0,361278,15,10,4,5,1,4,0,0,0,20,37,0
1906,33,3,109509,11,9,4,2,1,4,1,0,0,35,37,0
1910,36,2,141609,15,10,2,8,0,4,1,0,0,50,37,1
1915,41,3,375526,9,13,2,0,5,4,0,0,0,40,37,1
1929,29,3,75435,15,10,2,8,0,0,1,0,0,40,37,0
1931,43,0,136105,11,9,2,0,5,2,0,0,1848,40,37,1
1932,55,1,134042,12,14,2,3,5,4,0,0,0,40,37,1
1941,49,0,106207,9,13,2,0,0,4,1,0,0,40,37,0
1945,36,3,125933,15,10,2,10,0,4,1,5178,0,50,37,1
1946,29,1,211032,7,12,2,9,0,4,1,0,0,72,37,1
1947,51,1,125796,1,7,4,4,1,2,0,0,0,40,37,0
1953,37,2,98360,2,8,2,2,0,4,1,0,0,40,37,0
1954,24,3,285580,9,13,4,8,3,4,1,0,0,25,37,0
1965,19,1,91571,15,10,4,0,3,4,0,0,0,25,37,0
1967,43,4,344519,10,16,2,8,5,4,0,0,0,40,37,1
1970,62,1,194276,12,14,2,8,0,4,1,7688,0,40,37,1
1971,46,2,168211,15,10,2,2,0,4,1,5013,0,60,37,0
1972,54,1,220054,9,13,2,8,0,4,1,0,1902,40,37,1
1973,43,2,405601,15,10,2,3,0,4,1,0,0,60,37,0
1975,47,1,202606,7,12,4,3,1,2,0,0,0,40,37,0
1979,51,1,99064,12,14,2,8,0,4,1,0,0,35,37,0
1981,53,4,94186,7,12,2,8,5,2,0,0,0,37,37,0
1983,46,1,66934,9,13,0,8,4,4,0,0,0,45,37,0
1984,32,2,196385,1,7,2,2,0,4,1,0,0,40,37,0
1987,67,3,98921,7,12,2,3,0,4,1,0,0,50,37,0
1991,22,2,120753,9,13,4,10,3,4,1,0,0,50,37,0
1997,36,1,126569,9,13,0,7,3,4,1,0,0,40,37,0
1998,42,4,172307,15,10,2,3,0,4,1,0,0,45,37,0
2003,22,4,247319,15,10,4,7,1,0,0,0,0,60,37,0
2004,65,1,200764,11,9,0,0,1,4,0,0,0,16,37,1
2012,28,3,146949,0,6,4,10,3,4,1,0,0,80,37,0
2016,61,4,140851,9,13,2,8,0,4,1,0,0,40,37,1
2019,21,1,185279,11,9,4,0,3,4,1,0,0,20,37,0
2022,32,3,38158,8,11,2,4,0,4,1,7298,0,70,37,1
2030,55,3,202652,8,11,2,10,5,4,0,0,0,30,37,0
2035,34,0,153614,7,12,2,0,0,4,1,0,0,40,37,0
2043,33,3,94041,9,13,4,8,1,4,1,0,1974,30,37,0
2045,47,0,231797,9,13,2,3,0,4,1,0,1977,55,37,1
2051,37,3,284616,15,10,4,10,3,4,1,0,0,48,37,0
2058,48,4,28419,9,13,0,3,4,4,1,0,0,40,37,0
2065,27,1,352797,11,9,3,10,3,2,0,0,0,40,37,0
2071,29,1,194869,9,13,2,8,0,4,1,0,0,55,37,1
2074,28,0,90787,11,9,2,0,0,2,1,0,0,40,37,0
2076,72,3,173864,5,4,2,7,0,4,1,2290,0,45,37,0
2078,33,4,162705,15,10,0,7,4,4,0,0,0,99,37,1
2081,38,2,116608,15,10,2,7,5,4,0,0,0,20,37,1
2085,81,3,240414,9,13,6,4,1,4,1,0,0,30,37,0
2087,39,3,189922,11,9,2,3,0,4,1,0,0,60,37,1
2089,41,0,341638,7,12,2,9,0,4,1,0,0,92,37,0
2098,19,1,43921,15,10,4,6,1,4,1,0,0,40,37,0
2102,31,3,24504,11,9,4,2,4,4,1,0,0,50,37,0
2129,54,0,278076,11,9,2,3,0,4,1,5178,0,40,37,1
2130,41,1,231348,9,13,2,10,0,4,1,0,0,40,37,0
2133,39,2,190964,11,9,2,3,0,4,1,3137,0,42,37,0
2134,57,0,239486,15,10,2,0,0,4,1,7688,0,45,37,1
2141,52,3,95082,11,9,2,10,0,4,1,0,0,60,37,0
2144,72,2,199233,14,15,2,8,0,4,1,0,2377,35,37,1
2151,53,1,177063,15,10,2,0,0,4,1,0,0,40,37,1
2159,51,4,88020,9,13,2,8,0,2,1,0,0,40,37,0
2164,35,4,37314,8,11,4,2,1,4,1,0,0,40,37,0
2166,43,3,451019,9,13,4,10,3,4,1,0,0,35,37,0
2167,49,2,125892,14,15,2,8,0,4,1,0,0,40,37,1
2169,49,0,207540,9,13,2,0,0,4,1,0,0,40,37,1
2172,39,2,210610,14,15,2,8,0,4,1,0,0,31,4,1
2175,26,0,345157,11,9,4,0,3,4,1,0,0,40,37,0
2176,71,1,161342,11,9,0,3,4,4,0,0,0,3,37,0
2179,35,1,433602,11,9,4,10,3,2,1,0,0,38,37,0
2180,36,3,350103,11,9,2,2,0,4,1,0,0,40,37,0
2182,41,0,56236,11,9,0,9,4,2,1,1506,0,40,37,0
2185,43,3,75993,11,9,2,2,0,4,1,0,0,35,37,0
2191,21,1,176998,11,9,4,8,1,4,1,0,0,40,37,0
2192,37,0,32950,7,12,0,3,4,2,0,0,0,40,37,0
2193,30,3,48520,11,9,4,10,3,4,1,0,0,80,37,0
2194,47,4,237525,11,9,2,9,0,4,1,0,0,40,37,0
2197,47,2,337825,15,10,2,10,0,4,1,0,0,45,37,1
2198,68,3,191517,15,10,6,0,1,4,1,0,0,40,37,0
2211,33,0,43608,15,10,4,3,1,2,0,0,0,40,37,0
2215,43,4,145166,15,10,2,12,0,4,1,0,0,84,37,0
2221,28,1,104329,15,10,2,9,0,4,1,0,0,50,37,0
2222,61,2,103575,14,15,2,3,0,4,1,99999,0,40,37,1
2223,25,4,222800,15,10,2,9,0,4,1,0,0,40,37,0
2234,28,4,175409,15,10,5,0,1,4,0,0,0,40,37,0
2237,26,4,106491,15,10,4,3,3,4,1,0,0,40,37,0
2242,52,3,100480,11,9,0,2,1,4,1,0,0,44,37,0
2243,57,3,69905,11,9,2,7,5,4,0,15024,0,40,37,1
2245,46,3,214627,9,13,2,10,0,4,1,0,1977,45,37,1
2247,55,2,304695,14,15,2,8,0,4,1,0,0,55,37,0
2253,48,2,76482,15,10,2,4,0,4,1,0,0,50,37,0
2257,34,1,112680,11,9,0,7,4,4,0,0,0,20,37,0
2260,47,1,153536,12,14,2,3,0,4,1,0,0,37,37,1
2270,28,1,205903,7,12,2,9,0,4,1,0,0,45,37,1
2271,24,2,197496,9,13,4,0,3,4,1,0,0,20,37,0
2288,34,0,77218,11,9,0,0,1,4,0,0,0,40,37,0
2289,35,3,241126,11,9,4,2,2,4,1,0,0,60,37,0
2290,85,2,155981,9,13,6,3,1,4,1,0,0,40,37,1
2291,71,2,45741,9,13,2,10,0,4,1,20051,0,30,37,1
2293,39,4,105803,12,14,2,8,0,4,1,0,0,48,37,1
2294,77,2,29702,11,9,2,7,0,4,1,0,0,35,37,1
2299,34,3,227540,9,13,2,10,0,1,1,0,0,60,17,0
2302,32,1,194901,7,12,2,3,0,4,1,0,2057,70,37,0
2303,26,1,219796,9,13,2,9,0,4,1,0,0,43,37,0
2315,44,3,247024,9,13,2,10,0,4,1,0,0,50,37,0
2316,65,2,410199,9,13,2,3,0,4,1,9386,0,35,37,1
2318,67,4,54269,0,6,6,7,1,4,0,0,0,12,37,0
2321,35,0,403489,11,9,4,0,3,4,1,0,0,40,37,0
2338,31,3,271173,15,10,4,2,3,2,1,4650,0,40,37,0
2348,41,0,92968,12,14,4,11,1,2,1,0,0,40,37,0
2352,26,3,389856,9,13,4,10,1,4,1,0,0,60,37,0
2359,53,3,93449,14,15,2,8,0,1,1,0,0,40,17,1
2360,32,1,178107,11,9,4,4,3,4,1,0,0,40,37,0
2367,32,3,158603,8,11,4,10,4,4,0,0,0,7,37,0
2372,66,3,37170,11,9,2,0,0,4,1,0,0,42,37,1
2382,21,4,42706,15,10,4,0,3,4,1,0,0,30,37,0
2387,65,4,42488,14,15,2,3,0,4,1,2653,0,8,37,0
2388,19,3,63574,15,10,4,4,3,4,1,0,0,40,37,0
2393,57,3,110199,11,9,2,4,0,4,1,0,0,20,37,0
2395,36,3,165855,9,13,2,10,0,4,1,0,0,40,10,0
2403,22,1,326283,15,10,4,3,3,1,1,0,0,20,37,0
2407,51,0,914061,15,10,2,0,0,4,1,0,0,44,37,1
2422,41,0,73070,12,14,4,8,2,4,0,0,0,40,37,0
2423,48,2,49298,10,16,2,8,0,4,1,0,1902,50,37,1
2424,51,1,289390,12,14,2,8,0,4,1,7298,0,40,37,1
2431,46,1,216647,0,6,0,9,4,4,0,0,0,20,37,0
2432,70,3,355536,11,9,2,11,5,4,0,0,0,24,37,0
2434,46,2,67725,9,13,2,3,0,4,1,0,0,10,37,0
2437,57,2,249072,15,10,2,3,0,4,1,99999,0,60,37,1
2439,63,3,130221,12,14,2,10,0,4,1,0,0,60,37,1
2440,21,0,201815,15,10,4,0,3,2,0,0,0,30,37,0
2441,43,1,67243,9,13,2,9,0,4,1,0,0,45,37,1
2448,45,3,305474,0,6,2,2,0,2,1,0,0,40,13,0
2449,73,1,222702,0,6,2,4,0,4,1,0,0,5,37,0
2450,33,4,120460,11,9,2,2,0,4,1,0,0,40,37,0
2455,24,2,242138,9,13,4,10,3,4,0,0,0,20,37,0
2458,41,3,171351,11,9,2,2,0,4,1,0,0,50,37,1
2460,40,1,329341,12,14,2,3,0,4,1,0,0,35,37,1
2464,39,0,116369,15,10,2,0,0,4,1,0,0,48,37,0
2466,29,4,103389,14,15,4,8,1,4,0,4787,0,40,37,1
2467,26,4,624006,11,9,2,7,0,4,1,0,0,40,37,0
2469,67,2,147377,11,9,2,3,0,4,1,0,0,45,37,0
2472,59,3,275236,1,7,2,10,0,4,1,0,0,70,37,1
2481,21,3,328906,11,9,4,2,1,4,1,4865,0,35,37,0
2487,41,1,125268,9,13,4,8,4,2,0,0,0,40,37,0
2489,37,1,484475,9,13,4,7,1,2,1,0,0,60,37,0
2493,47,1,319205,15,10,0,0,4,4,0,0,0,40,37,0
2501,44,2,327573,12,14,0,8,1,4,1,0,0,40,37,0
2506,38,3,111499,14,15,4,8,1,4,0,0,0,32,37,0
2515,45,3,44671,15,10,2,5,0,4,1,0,0,40,37,0
2519,68,2,505365,9,13,5,10,4,4,1,0,0,70,1,0
2520,18,4,268520,11,9,4,0,3,4,0,0,0,40,37,0
2521,27,4,210295,9,13,2,9,0,4,1,0,0,40,37,0
2529,53,0,172898,14,15,2,8,0,4,1,0,0,60,37,1
2538,47,0,124974,15,10,0,0,1,4,0,0,0,25,37,0
2542,25,3,314464,11,9,4,2,3,4,1,0,0,40,37,0
2543,51,4,152810,8,11,2,11,0,4,1,0,0,40,37,1
2544,50,4,76728,15,10,0,0,1,4,0,0,0,39,37,0
2548,46,1,155654,12,14,4,8,1,4,0,0,0,40,37,0
2552,33,3,234976,9,13,2,10,5,4,0,0,0,40,37,1
2554,36,1,187411,12,14,4,8,1,4,1,0,0,50,37,1
2558,45,2,81534,11,9,4,10,4,1,1,0,0,40,37,0
2560,40,1,225660,9,13,4,9,1,4,0,0,0,40,37,0
2561,25,4,203279,9,13,4,8,1,1,1,0,0,20,17,0
2562,40,3,151960,15,10,0,2,4,4,0,0,0,38,37,0
2566,49,3,285570,5,4,2,4,0,4,1,0,0,50,37,0
2570,27,4,162312,15,10,4,7,1,1,1,0,0,50,33,0
2571,41,2,136986,12,14,2,3,0,4,1,0,0,40,37,0
2572,33,0,97654,10,16,2,8,0,4,1,0,0,40,37,0
2576,44,2,277788,1,7,2,10,0,4,1,0,0,60,30,1
2577,37,4,120201,15,10,0,0,3,3,0,0,0,40,37,0
2581,35,1,160728,12,14,2,8,0,4,1,0,0,45,37,1
2583,47,3,185859,11,9,2,4,0,4,1,3103,0,60,37,1
2585,51,4,48358,11,9,2,2,0,4,1,3103,0,52,37,1
2586,38,0,77792,11,9,2,6,0,4,1,0,0,56,37,0
2591,60,3,145209,11,9,2,10,0,4,1,0,0,60,37,0
2597,33,4,237903,15,10,0,8,1,4,0,0,0,40,37,0
2598,53,3,257940,5,4,2,6,0,4,1,0,0,40,37,0
2602,52,0,277772,15,10,0,0,4,2,0,0,0,40,37,0
2603,51,3,67198,7,12,6,8,4,4,0,0,0,50,37,0
2606,54,0,147629,12,14,2,8,0,4,1,7298,0,35,37,1
2607,31,3,145714,0,6,2,2,0,4,1,0,0,48,37,0
2611,37,1,136749,11,9,4,0,3,4,0,0,0,35,37,0
2614,33,3,114639,1,7,4,4,4,4,1,0,0,40,37,0
2615,72,3,104090,9,13,2,3,0,4,1,0,0,40,32,0
2619,37,0,239409,11,9,0,3,1,4,1,0,0,40,37,1
2620,37,2,593246,9,13,4,7,1,4,0,0,0,50,37,1
2627,40,3,29702,11,9,4,4,3,4,1,0,0,85,37,0
2637,26,0,271243,2,8,4,0,1,2,1,0,0,40,13,0
2638,25,1,197822,9,13,4,8,3,4,0,0,0,40,37,0
2639,40,3,167678,9,13,2,2,0,4,1,0,0,40,5,1
2641,46,1,232220,12,14,0,3,1,4,1,0,0,50,37,1
2644,30,3,70985,11,9,2,4,0,4,1,0,0,75,37,0
2653,62,3,162245,9,13,2,8,0,4,1,0,0,35,37,0
2654,78,3,152148,5,4,2,12,0,4,1,0,0,20,37,0
2661,62,3,147393,5,4,2,4,0,4,1,0,0,40,37,1
2662,33,1,187203,9,13,2,10,0,4,1,0,0,50,37,0
2663,40,1,147206,8,11,2,2,0,4,1,0,0,35,37,0
2670,38,2,98360,10,16,2,8,0,4,1,0,0,50,37,1
2675,54,3,207841,11,9,0,8,1,4,1,0,0,20,37,0
2677,32,2,190290,11,9,2,2,0,4,1,0,0,40,37,1
2685,31,1,323829,11,9,0,9,2,4,1,0,0,45,37,0
2687,28,4,90872,15,10,0,0,1,2,0,0,0,40,37,0
2690,37,1,130805,7,12,2,9,0,4,1,0,0,99,37,1
2698,24,3,162688,11,9,2,2,0,4,1,0,0,40,37,0
2699,58,1,185072,9,13,5,8,4,2,0,0,0,40,21,1
2701,58,3,166258,15,10,2,0,0,4,1,0,0,50,37,0
2703,60,4,165792,12,14,2,8,5,4,0,0,0,8,37,0
2706,27,3,209301,11,9,2,2,0,4,1,0,0,60,37,0
2711,44,4,369131,11,9,2,9,0,4,1,0,0,40,37,1
2717,60,1,134768,15,10,2,9,0,4,1,0,0,40,37,0
2718,52,3,156882,15,10,2,10,0,0,1,0,0,40,37,0
2720,32,2,233727,9,13,2,10,0,4,1,7688,0,60,37,1
2729,39,3,107302,9,13,2,2,2,4,1,0,0,35,37,1
2731,34,3,264351,11,9,2,4,0,4,1,0,0,40,24,0
2732,59,4,136819,12,14,2,8,0,4,1,0,0,8,37,1
2733,32,3,295010,15,10,5,7,4,4,0,0,0,40,37,0
2735,21,2,225442,11,9,4,4,3,4,1,0,0,40,37,0
2736,57,4,170108,9,13,2,3,0,4,1,0,1902,40,37,1
2738,38,1,326701,7,12,2,2,0,3,1,0,0,40,37,1
2739,38,4,196373,9,13,4,10,1,4,1,0,0,20,37,0
2742,39,1,170263,12,14,0,8,4,4,0,0,0,30,37,1
2744,28,4,255254,9,13,2,8,5,2,0,0,0,37,37,0
2747,38,2,186845,9,13,2,2,0,4,1,0,0,40,37,0
2761,30,4,714597,15,10,4,9,1,2,1,0,0,45,37,0
2767,25,3,195000,15,10,0,8,1,4,0,0,0,40,37,0
2772,41,3,171003,5,4,4,7,4,4,0,0,0,30,37,0
2773,20,2,154782,11,9,4,4,3,4,1,0,0,20,37,0
2779,55,3,218456,12,14,0,3,1,4,0,0,0,50,16,0
2782,37,4,106347,12,14,4,3,1,4,1,0,0,65,37,0
2784,32,2,206297,9,13,4,3,1,4,1,0,0,60,37,0
2795,51,2,274948,15,10,2,2,0,4,1,0,0,60,37,0
2801,46,4,121586,9,13,2,2,0,4,1,0,0,40,37,0
2802,35,0,112008,15,10,2,11,0,4,1,0,0,40,10,0
2805,33,3,147201,9,13,5,8,3,2,1,0,0,35,37,0
2809,48,2,216214,15,10,2,2,0,4,1,3103,0,40,37,1
2811,53,1,235567,11,9,0,0,1,4,0,0,0,40,37,0
2814,63,0,160473,11,9,6,0,1,4,0,0,0,40,37,0
2828,29,2,446724,9,13,2,3,0,4,1,0,0,35,37,0
2830,47,3,102388,11,9,4,12,3,4,1,0,0,60,37,0
2833,42,0,32627,15,10,2,2,0,4,1,7688,0,45,37,1
2837,29,4,108432,12,14,4,8,1,4,1,0,0,40,37,0
2838,47,3,149218,11,9,2,2,0,4,1,0,0,35,37,0
2854,29,3,109621,11,9,2,2,0,4,1,0,0,40,37,0
2859,27,1,187746,9,13,4,8,3,4,0,3325,0,25,37,0
2862,48,3,49275,15,10,2,4,0,4,1,0,1485,50,37,0
2868,61,4,224638,11,9,6,0,1,4,0,0,0,40,37,0
2874,27,4,122540,15,10,4,2,2,4,1,0,0,40,37,0
2880,45,0,391585,9,13,2,9,0,4,1,7688,0,50,37,1
2901,44,1,339346,12,14,4,3,1,4,0,10520,0,60,37,1
2905,62,3,116626,10,16,6,3,1,4,0,0,0,40,37,1
2906,46,1,110110,12,14,2,8,5,4,0,0,0,65,37,1
2909,38,3,187346,7,12,0,7,4,4,0,0,0,20,37,0
2910,59,3,175827,0,6,2,2,0,4,1,0,0,40,37,0
2915,22,4,24896,15,10,4,8,1,4,0,0,0,32,37,0
2918,45,4,53768,12,14,0,3,1,4,0,0,0,70,37,0
2923,65,3,227531,9,13,0,7,1,4,0,0,0,35,37,0
2924,46,3,135339,11,9,3,2,1,1,1,0,0,45,17,1
2926,65,3,176835,12,14,3,8,1,4,0,7978,0,40,37,0
2929,53,2,162381,14,15,2,8,0,4,1,15024,0,45,37,1
2931,33,0,49358,0,6,4,7,4,2,0,0,0,40,37,0
2935,49,3,32825,11,9,0,12,1,4,1,0,0,70,37,0
2936,21,4,82847,15,10,4,3,1,4,0,0,0,38,37,0
2944,40,0,90737,15,10,2,0,0,4,1,0,1887,40,37,1
2949,58,3,98361,11,9,2,2,0,4,1,0,0,40,37,0
2951,56,4,270859,9,13,2,8,0,4,1,0,1902,48,37,1
2952,26,3,223705,11,9,0,7,4,4,0,0,0,40,3,0
2954,37,3,202683,11,9,2,8,0,4,1,0,0,40,37,0
2957,19,5,43627,11,9,4,7,3,4,1,0,0,10,37,0
2962,26,1,197430,9,13,4,8,1,4,0,0,0,50,37,0
2969,31,2,136402,7,12,2,10,0,4,1,0,0,40,37,0
2974,27,3,328119,6,5,2,2,0,4,1,0,0,30,24,0
2977,51,4,230095,11,9,0,3,4,4,0,0,0,38,37,0
2978,41,0,348059,12,14,0,3,4,4,0,0,0,40,37,1
2980,25,1,336320,9,13,0,9,1,4,0,0,0,40,37,0
2989,50,2,177487,11,9,2,10,5,4,0,0,0,30,37,0
2997,36,4,173273,12,14,4,8,1,2,0,0,0,40,37,0
3006,39,0,219137,7,12,4,0,4,4,0,0,0,40,37,0
3011,29,4,187392,11,9,4,0,1,4,0,0,0,40,37,0
3013,53,4,182907,11,9,2,7,0,4,1,0,0,40,37,0
3016,34,1,362775,0,6,2,7,5,0,0,0,0,30,37,0
3019,32,3,159322,15,10,4,2,3,4,1,0,1980,80,37,0
3020,33,1,163867,11,9,4,7,3,4,1,0,0,8,37,0
3021,34,3,136204,9,13,2,8,0,4,1,0,1902,32,37,1
3026,37,3,183127,11,9,0,10,3,4,0,0,0,40,37,0
3028,59,1,222081,9,13,4,8,2,2,0,0,0,35,37,0
3040,36,3,278553,14,15,2,8,0,2,1,15024,0,75,37,1
3043,65,1,179411,11,9,6,11,4,4,0,0,0,35,37,0
3045,38,1,202027,9,13,2,3,0,4,1,0,0,40,37,1
3048,43,0,190020,14,15,2,3,0,4,1,0,0,60,37,0
3061,42,0,230438,15,10,2,0,0,4,1,0,1887,40,37,1
3063,47,1,115304,12,14,0,8,1,4,0,0,0,40,37,0
3070,33,3,238186,15,10,4,4,3,4,1,0,0,98,37,0
3075,31,4,268832,11,9,4,0,1,2,0,0,0,37,37,0
3078,54,2,195904,8,11,2,2,0,4,1,0,0,40,37,0
3082,62,1,117292,12,14,4,8,1,4,0,8614,0,45,37,1
3085,22,2,333197,11,9,4,3,3,4,1,0,2205,45,37,0
3094,53,4,21412,15,10,2,7,0,4,1,0,0,40,37,0
3109,45,4,30219,15,10,2,9,0,4,1,0,0,40,37,1
3110,41,0,350387,12,14,2,2,0,4,1,0,0,60,17,1
3114,31,3,283587,11,9,2,3,0,4,1,0,0,50,37,1
3115,33,2,218164,15,10,2,2,0,4,1,7298,0,55,37,1
3126,33,1,171889,11,9,0,12,4,4,0,0,0,43,37,0
3133,56,4,102791,11,9,0,0,3,4,0,0,0,35,37,0
3134,46,1,364548,12,14,2,8,0,4,1,0,1977,42,37,1
3135,21,2,153516,15,10,4,2,3,4,1,0,0,40,37,0
3136,58,3,189528,11,9,2,10,0,4,1,0,0,84,37,0
3137,66,1,154171,15,10,6,6,1,4,1,0,0,20,37,0
3142,57,3,170988,11,9,2,12,0,4,1,0,0,55,37,0
3147,32,4,316589,12,14,2,3,0,4,1,0,0,40,37,1
3148,35,2,365739,11,9,2,2,0,4,1,0,0,50,37,0
3158,52,0,302661,7,12,6,3,4,4,1,13550,0,40,37,1
3169,54,4,239256,15,10,2,0,0,4,1,0,0,40,37,0
3170,73,3,110102,11,9,6,4,1,4,1,0,1668,77,37,0
3171,29,4,165764,9,13,2,8,5,2,0,0,0,35,37,0
3173,57,1,212303,12,14,2,3,0,4,1,0,0,40,37,1
3174,41,3,118544,11,9,2,2,0,4,1,0,0,32,37,0
3176,25,4,319303,15,10,0,7,4,4,1,0,2472,40,37,1
3177,74,5,216001,5,4,2,4,0,4,1,0,0,20,37,0
3183,53,1,294547,15,10,0,9,1,4,1,0,0,48,37,0
3190,37,1,347136,15,10,0,0,1,4,0,0,0,44,37,0
3191,53,2,158294,8,11,2,4,0,4,1,99999,0,75,37,1
3197,26,1,189027,11,9,2,12,0,4,1,0,0,40,37,0
3208,28,1,312372,11,9,4,5,2,2,1,0,0,40,37,0
3209,28,1,172270,15,10,0,0,4,4,0,0,0,45,37,0
3217,35,1,170682,1,7,2,8,5,2,0,0,0,32,37,0
3225,39,1,131239,12,14,2,8,0,4,1,0,0,40,37,0
3226,36,3,104772,9,13,2,8,0,4,1,3908,0,40,37,0
3238,29,3,394356,11,9,2,4,0,4,1,0,0,40,37,0
3240,45,4,86618,12,14,4,3,1,4,0,0,0,50,37,1
3242,63,0,90393,15,10,2,0,0,4,1,0,0,48,37,0
